"","months","neighbourhood_cleansed","price","city","state"
"281",2021-02-01,"Latrobe",160.966101694915,"Tasmania","Tasmania"
"282",2021-02-01,"Launceston",148.484848484848,"Tasmania","Tasmania"
"283",2021-02-01,"Meander Valley",157.559139784946,"Tasmania","Tasmania"
"284",2021-02-01,"Northern Midlands",156.675,"Tasmania","Tasmania"
"285",2021-02-01,"Sorell",155.717171717172,"Tasmania","Tasmania"
"286",2021-02-01,"Southern Midlands",145.578947368421,"Tasmania","Tasmania"
"287",2021-02-01,"Tasman",171.859504132231,"Tasmania","Tasmania"
"288",2021-02-01,"Waratah/Wynyard",158.956989247312,"Tasmania","Tasmania"
"289",2021-02-01,"West Coast",164.099099099099,"Tasmania","Tasmania"
"290",2021-02-01,"West Tamar",157.492537313433,"Tasmania","Tasmania"
"291",2021-03-01,"Break O'Day",196.927586206897,"Tasmania","Tasmania"
"292",2021-03-01,"Brighton",115.133333333333,"Tasmania","Tasmania"
"293",2021-03-01,"Burnie",122.222222222222,"Tasmania","Tasmania"
"294",2021-03-01,"Central Coast",145.556451612903,"Tasmania","Tasmania"
"295",2021-03-01,"Central Highlands",182.4,"Tasmania","Tasmania"
"296",2021-03-01,"Circular Head",188.87619047619,"Tasmania","Tasmania"
"297",2021-03-01,"Clarence",160.32,"Tasmania","Tasmania"
"298",2021-03-01,"Derwent Valley",160.835616438356,"Tasmania","Tasmania"
"299",2021-03-01,"Devonport",147.652173913043,"Tasmania","Tasmania"
"300",2021-03-01,"Dorset",186.022058823529,"Tasmania","Tasmania"
"301",2021-03-01,"Flinders",208.46875,"Tasmania","Tasmania"
"302",2021-03-01,"George Town",177.323529411765,"Tasmania","Tasmania"
"303",2021-03-01,"Glamorgan/Spring Bay",213.733870967742,"Tasmania","Tasmania"
"304",2021-03-01,"Glenorchy",120.05,"Tasmania","Tasmania"
"305",2021-03-01,"Hobart",169.718294051627,"Tasmania","Tasmania"
"306",2021-03-01,"Huon Valley",171.945945945946,"Tasmania","Tasmania"
"307",2021-03-01,"Kentish",153.2,"Tasmania","Tasmania"
"308",2021-03-01,"King Island",203.285714285714,"Tasmania","Tasmania"
"309",2021-03-01,"Kingborough",180.69696969697,"Tasmania","Tasmania"
"310",2021-03-01,"Latrobe",155.220338983051,"Tasmania","Tasmania"
"311",2021-03-01,"Launceston",147.534351145038,"Tasmania","Tasmania"
"312",2021-03-01,"Meander Valley",157.010869565217,"Tasmania","Tasmania"
"313",2021-03-01,"Northern Midlands",159.35,"Tasmania","Tasmania"
"314",2021-03-01,"Sorell",155.326732673267,"Tasmania","Tasmania"
"315",2021-03-01,"Southern Midlands",147.05,"Tasmania","Tasmania"
"316",2021-03-01,"Tasman",170.669291338583,"Tasmania","Tasmania"
"317",2021-03-01,"Waratah/Wynyard",156.5,"Tasmania","Tasmania"
"318",2021-03-01,"West Coast",165.45045045045,"Tasmania","Tasmania"
"319",2021-03-01,"West Tamar",159.514925373134,"Tasmania","Tasmania"
"320",2021-04-01,"Break O'Day",197.621993127148,"Tasmania","Tasmania"
"321",2021-04-01,"Brighton",114.933333333333,"Tasmania","Tasmania"
"322",2021-04-01,"Burnie",120.017543859649,"Tasmania","Tasmania"
"323",2021-04-01,"Central Coast",148.634146341463,"Tasmania","Tasmania"
"324",2021-04-01,"Central Highlands",180.980392156863,"Tasmania","Tasmania"
"325",2021-04-01,"Circular Head",193.19801980198,"Tasmania","Tasmania"
"326",2021-04-01,"Clarence",163.368613138686,"Tasmania","Tasmania"
"327",2021-04-01,"Derwent Valley",157.342465753425,"Tasmania","Tasmania"
"328",2021-04-01,"Devonport",150.032608695652,"Tasmania","Tasmania"
"329",2021-04-01,"Dorset",189.739436619718,"Tasmania","Tasmania"
"330",2021-04-01,"Flinders",203.909090909091,"Tasmania","Tasmania"
"331",2021-04-01,"George Town",173.366666666667,"Tasmania","Tasmania"
"332",2021-04-01,"Glamorgan/Spring Bay",216.528301886792,"Tasmania","Tasmania"
"333",2021-04-01,"Glenorchy",128.596153846154,"Tasmania","Tasmania"
"334",2021-04-01,"Hobart",173.998870056497,"Tasmania","Tasmania"
"335",2021-04-01,"Huon Valley",172.592105263158,"Tasmania","Tasmania"
"336",2021-04-01,"Kentish",159.293233082707,"Tasmania","Tasmania"
"337",2021-04-01,"King Island",205.809523809524,"Tasmania","Tasmania"
"338",2021-04-01,"Kingborough",183.393103448276,"Tasmania","Tasmania"
"339",2021-04-01,"Latrobe",156.783333333333,"Tasmania","Tasmania"
"340",2021-04-01,"Launceston",154.90180878553,"Tasmania","Tasmania"
"341",2021-04-01,"Meander Valley",160.860215053763,"Tasmania","Tasmania"
"342",2021-04-01,"Northern Midlands",161.714285714286,"Tasmania","Tasmania"
"343",2021-04-01,"Sorell",158.333333333333,"Tasmania","Tasmania"
"344",2021-04-01,"Southern Midlands",150.5,"Tasmania","Tasmania"
"345",2021-04-01,"Tasman",176.264462809917,"Tasmania","Tasmania"
"346",2021-04-01,"Waratah/Wynyard",159.89247311828,"Tasmania","Tasmania"
"347",2021-04-01,"West Coast",165.341666666667,"Tasmania","Tasmania"
"348",2021-04-01,"West Tamar",159.557971014493,"Tasmania","Tasmania"
